id;age;job;education;default;day_of_week;duration;campaign;previous;cons.conf.idx;euribor3m;nr.employed;class
5420;17-24;management;unknown;no;fri;between 2 - 5;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5421;55-64;retired;basic.4y;no;fri;between 2 - 5;6;0;Above -40;4.6-5.1;Above 52k;no
5422;45-54;admin.;basic.9y;no;fri;between 6-10;5;0;Above -40;4.6-5.1;Above 52k;no
5423;35-44;blue-collar;basic.6y;no;fri;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
5424;35-44;housemaid;high.school;no;fri;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5425;35-44;blue-collar;basic.6y;no;fri;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5426;45-54;retired;professional.course;no;fri;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5427;55-64;admin.;high.school;no;fri;between 2 - 5;6;0;Above -40;4.6-5.1;Above 52k;no
5428;17-24;blue-collar;basic.9y;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5429;17-24;admin.;university.degree;no;fri;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5430;17-24;blue-collar;basic.9y;no;fri;between 6-10;3;0;Above -40;4.6-5.1;Above 52k;no
5431;35-44;admin.;high.school;unknown;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5432;35-44;technician;professional.course;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5433;17-24;admin.;university.degree;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5434;35-44;services;high.school;no;fri;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
5435;45-54;blue-collar;basic.9y;unknown;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5436;35-44;technician;professional.course;no;fri;between 11-20;5;0;Above -40;4.6-5.1;Above 52k;yes
5437;35-44;blue-collar;unknown;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5438;45-54;services;high.school;unknown;fri;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5439;17-24;management;basic.4y;unknown;fri;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5440;35-44;technician;professional.course;no;fri;between 11-20;2;0;Above -40;4.6-5.1;Above 52k;no
5441;17-24;admin.;high.school;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5442;17-24;blue-collar;basic.9y;no;fri;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
5443;35-44;services;high.school;no;fri;between 6-10;6;0;Above -40;4.6-5.1;Above 52k;yes
5444;45-54;technician;professional.course;no;fri;between 2 - 5;6;0;Above -40;4.6-5.1;Above 52k;no
5445;45-54;blue-collar;basic.4y;no;fri;between 0-1;2;0;Above -40;4.6-5.1;Above 52k;no
5446;17-24;admin.;high.school;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5447;35-44;technician;professional.course;no;fri;between 0-1;2;0;Above -40;4.6-5.1;Above 52k;no
5448;35-44;blue-collar;basic.9y;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5449;17-24;admin.;university.degree;no;fri;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
5450;45-54;blue-collar;basic.9y;unknown;fri;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
5451;55-64;admin.;university.degree;unknown;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5452;35-44;housemaid;basic.4y;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5453;17-24;blue-collar;university.degree;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5454;17-24;unknown;basic.9y;unknown;fri;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
5455;45-54;admin.;high.school;unknown;fri;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
5456;35-44;management;university.degree;no;fri;between 2 - 5;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5457;55-64;blue-collar;basic.4y;unknown;fri;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
5458;17-24;services;basic.6y;no;fri;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
5459;35-44;blue-collar;basic.4y;no;fri;between 2 - 5;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5460;35-44;services;high.school;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5461;17-24;technician;university.degree;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5462;55-64;services;high.school;unknown;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5463;35-44;admin.;high.school;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5464;17-24;admin.;high.school;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5465;45-54;management;university.degree;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5466;17-24;admin.;university.degree;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5467;35-44;services;high.school;no;fri;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
5468;35-44;services;basic.6y;unknown;fri;between 21-40;5;0;Above -40;4.6-5.1;Above 52k;no
5469;17-24;services;basic.9y;no;fri;between 6-10;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5470;35-44;technician;professional.course;no;fri;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
5471;17-24;self-employed;basic.9y;unknown;fri;between 0-1;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5472;45-54;admin.;university.degree;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5473;45-54;blue-collar;basic.9y;unknown;fri;between 2 - 5;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5474;55-64;technician;professional.course;no;fri;between 0-1;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5475;17-24;blue-collar;basic.9y;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5476;17-24;self-employed;basic.9y;no;fri;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5477;45-54;management;university.degree;unknown;fri;between 11-20;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5478;35-44;technician;professional.course;no;fri;between 6-10;3;0;Above -40;4.6-5.1;Above 52k;no
5479;17-24;management;university.degree;no;fri;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5480;35-44;admin.;basic.9y;no;fri;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
5481;35-44;blue-collar;basic.6y;no;fri;between 6-10;6;0;Above -40;4.6-5.1;Above 52k;no
5482;35-44;admin.;high.school;unknown;fri;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
5483;17-24;admin.;university.degree;no;mon;between 0-1;3;0;Above -40;4.6-5.1;Above 52k;no
5484;35-44;housemaid;professional.course;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5485;35-44;blue-collar;unknown;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5486;45-54;technician;basic.9y;no;mon;between 2 - 5;6;0;Above -40;4.6-5.1;Above 52k;no
5487;55-64;admin.;university.degree;unknown;mon;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
5488;17-24;self-employed;professional.course;no;mon;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
5489;35-44;admin.;university.degree;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5490;35-44;blue-collar;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5491;35-44;technician;professional.course;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
5492;35-44;admin.;university.degree;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5493;45-54;blue-collar;high.school;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5494;45-54;admin.;high.school;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
5495;45-54;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5496;45-54;blue-collar;unknown;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5497;17-24;services;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5498;35-44;technician;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5499;35-44;self-employed;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5500;17-24;self-employed;professional.course;no;mon;between 2 - 5;5;0;Above -40;4.6-5.1;Above 52k;no
5501;35-44;technician;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5502;35-44;blue-collar;unknown;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5503;35-44;blue-collar;basic.4y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5504;35-44;services;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5505;55-64;retired;professional.course;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5506;45-54;blue-collar;basic.4y;unknown;mon;between 11-20;5;0;Above -40;4.6-5.1;Above 52k;no
5507;45-54;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5508;35-44;admin.;basic.4y;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5509;45-54;blue-collar;basic.9y;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5510;17-24;admin.;basic.9y;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5511;35-44;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5512;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5513;35-44;services;high.school;no;mon;between 6-10;6;0;Above -40;4.6-5.1;Above 52k;no
5514;35-44;entrepreneur;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5515;45-54;self-employed;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5516;45-54;self-employed;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5517;45-54;self-employed;basic.9y;unknown;mon;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
5518;45-54;services;high.school;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5519;45-54;entrepreneur;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5520;35-44;admin.;university.degree;no;mon;between 2 - 5;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5521;35-44;services;basic.9y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5522;45-54;retired;professional.course;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5523;17-24;blue-collar;high.school;no;mon;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5524;17-24;blue-collar;basic.6y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5525;35-44;technician;basic.9y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5526;45-54;blue-collar;basic.4y;unknown;mon;between 11-20;4;0;Above -40;4.6-5.1;Above 52k;no
5527;17-24;services;basic.9y;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5528;35-44;entrepreneur;basic.6y;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5529;35-44;blue-collar;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5530;35-44;blue-collar;basic.4y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5531;35-44;unemployed;university.degree;unknown;mon;between 0-1;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5532;17-24;blue-collar;basic.9y;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5533;55-64;admin.;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5534;17-24;services;professional.course;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5535;35-44;unemployed;high.school;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5536;35-44;admin.;university.degree;no;mon;between 6-10;5;0;Above -40;4.6-5.1;Above 52k;no
5537;17-24;entrepreneur;high.school;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5538;17-24;admin.;university.degree;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5539;45-54;technician;professional.course;no;mon;between 0-1;2;0;Above -40;4.6-5.1;Above 52k;no
5540;35-44;blue-collar;basic.9y;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5541;45-54;entrepreneur;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5542;35-44;services;unknown;no;mon;between 0-1;2;0;Above -40;4.6-5.1;Above 52k;no
5543;35-44;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5544;45-54;technician;professional.course;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5545;35-44;management;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5546;17-24;blue-collar;basic.4y;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5547;17-24;unemployed;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5548;35-44;blue-collar;basic.4y;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5549;35-44;services;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5550;55-64;technician;professional.course;unknown;mon;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
5551;17-24;blue-collar;basic.9y;unknown;mon;between 11-20;Above 7;0;Above -40;4.6-5.1;Above 52k;yes
5552;35-44;technician;professional.course;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5553;17-24;admin.;high.school;no;mon;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
5554;35-44;entrepreneur;basic.6y;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5555;45-54;admin.;basic.6y;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5556;45-54;admin.;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5557;35-44;blue-collar;basic.6y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5558;35-44;management;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5559;35-44;management;professional.course;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5560;35-44;admin.;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5561;35-44;admin.;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5562;35-44;admin.;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5563;35-44;blue-collar;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5564;35-44;blue-collar;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5565;35-44;admin.;university.degree;no;mon;between 0-1;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5566;45-54;admin.;unknown;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5567;35-44;technician;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5568;35-44;admin.;high.school;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5569;45-54;housemaid;professional.course;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5570;45-54;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5571;35-44;admin.;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5572;35-44;management;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5573;35-44;housemaid;basic.4y;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5574;35-44;technician;professional.course;no;mon;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;no
5575;55-64;retired;professional.course;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5576;35-44;housemaid;basic.4y;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5577;17-24;admin.;university.degree;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5578;35-44;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5579;35-44;blue-collar;basic.6y;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5580;45-54;technician;professional.course;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5581;35-44;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5582;45-54;blue-collar;basic.4y;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5583;45-54;housemaid;unknown;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5584;45-54;management;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5585;35-44;blue-collar;unknown;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5586;35-44;blue-collar;basic.6y;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5587;45-54;technician;unknown;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5588;35-44;technician;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5589;35-44;blue-collar;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5590;45-54;admin.;basic.9y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5591;35-44;services;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5592;45-54;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5593;35-44;services;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5594;35-44;services;high.school;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5595;17-24;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5596;35-44;unknown;basic.9y;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5597;35-44;technician;basic.9y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5598;35-44;admin.;high.school;no;mon;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;no
5599;45-54;blue-collar;basic.6y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5600;35-44;admin.;high.school;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5601;17-24;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5602;45-54;blue-collar;unknown;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5603;17-24;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5604;45-54;blue-collar;basic.6y;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5605;25-34;admin.;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5606;17-24;technician;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5607;55-64;services;basic.9y;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5608;35-44;blue-collar;basic.9y;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5609;35-44;technician;university.degree;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5610;17-24;services;basic.9y;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5611;35-44;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5612;45-54;services;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5613;45-54;services;high.school;unknown;mon;between 2 - 5;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5614;55-64;blue-collar;professional.course;no;mon;between 11-20;4;0;Above -40;4.6-5.1;Above 52k;yes
5615;45-54;admin.;basic.9y;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;no
5616;35-44;services;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5617;45-54;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5618;35-44;admin.;university.degree;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5619;35-44;admin.;university.degree;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5620;55-64;admin.;university.degree;no;mon;between 6-10;2;0;Above -40;4.6-5.1;Above 52k;yes
5621;45-54;blue-collar;basic.4y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5622;35-44;blue-collar;basic.9y;unknown;mon;between 0-1;1;0;Above -40;4.6-5.1;Above 52k;no
5623;35-44;admin.;university.degree;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5624;35-44;services;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5625;17-24;services;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5626;35-44;blue-collar;basic.4y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5627;17-24;services;high.school;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5628;35-44;entrepreneur;university.degree;unknown;mon;between 6-10;5;0;Above -40;4.6-5.1;Above 52k;no
5629;17-24;technician;university.degree;no;mon;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5630;35-44;services;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5631;17-24;admin.;high.school;no;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5632;17-24;services;basic.6y;no;mon;between 2 - 5;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5633;35-44;blue-collar;basic.4y;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5634;17-24;technician;unknown;no;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5635;17-24;services;basic.9y;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5636;45-54;technician;professional.course;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5637;35-44;management;university.degree;unknown;mon;between 11-20;4;0;Above -40;4.6-5.1;Above 52k;yes
5638;35-44;technician;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5639;17-24;student;high.school;no;mon;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;yes
5640;17-24;admin.;professional.course;no;mon;between 0-1;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5641;35-44;admin.;high.school;no;mon;between 11-20;1;0;Above -40;4.6-5.1;Above 52k;no
5642;35-44;blue-collar;basic.9y;unknown;mon;between 2 - 5;4;0;Above -40;4.6-5.1;Above 52k;no
5643;35-44;admin.;high.school;unknown;mon;between 2 - 5;Above 7;0;Above -40;4.6-5.1;Above 52k;no
5644;35-44;admin.;university.degree;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5645;55-64;blue-collar;basic.4y;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5646;35-44;blue-collar;high.school;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5647;35-44;blue-collar;high.school;no;mon;between 6-10;4;0;Above -40;4.6-5.1;Above 52k;no
5648;35-44;housemaid;basic.4y;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5649;25-34;services;professional.course;no;mon;between 2 - 5;3;0;Above -40;4.6-5.1;Above 52k;no
5650;45-54;technician;basic.4y;unknown;mon;between 2 - 5;2;0;Above -40;4.6-5.1;Above 52k;no
5651;35-44;technician;unknown;unknown;mon;between 6-10;1;0;Above -40;4.6-5.1;Above 52k;no
5652;35-44;student;high.school;no;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5653;35-44;services;high.school;unknown;mon;between 11-20;2;0;Above -40;4.6-5.1;Above 52k;yes
5654;35-44;housemaid;high.school;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
5655;45-54;unknown;unknown;unknown;mon;between 2 - 5;1;0;Above -40;4.6-5.1;Above 52k;no
